,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,y
3669,3.5,2420,4000,9,5,0,0,108,552989.4923,5272684.356,5.86923172
3670,2.5,1830,6162,8,3,0,0,21,562712.5452,5242070.846,5.475525915
3671,2.5,2500,9248,8,3,0,0,49,561708.1465,5265667.688,5.672559628
3672,2.25,1640,11050,8,4,0,0,43,566235.097,5258025.708,5.546542663
3673,2.5,4080,11054,11,3,0,0,14,563918.0704,5263168.361,6.021189299
3674,2.5,3170,8523,9,3,0,0,7,561238.8907,5281657.177,5.913813852
3675,2.5,1490,4078,8,3,0,0,17,563649.9219,5260131.087,5.499687083
3676,1,730,6000,6,3,0,0,65,552836.1072,5247986.69,5.242913947
3677,2.5,2650,8685,9,3,0,0,9,555216.8728,5243651.791,5.627365857
3678,1,1160,8800,7,4,0,0,56,565534.2887,5273456.531,5.681241237
3679,3.25,1410,1246,8,3,0,0,10,549519.4846,5282957.129,5.632457292
3680,1,1470,3864,7,4,0,0,99,549176.5627,5279141.879,5.738780558
3681,2.5,2150,10098,7,3,0,0,52,559927.3201,5285111.418,5.61804705
3682,1.5,1480,3120,7,3,0,0,101,550823.8219,5279667.309,5.706931038
3683,1,1600,1950,7,2,0,0,109,551714.2996,5272383.927,5.480006943
3684,2,1480,3844,7,5,0,0,87,548613.4625,5283627.478,5.652488086
3685,1,600,4854,6,5,0,0,93,554233.0636,5260169.649,5.240549248
3686,2,1400,7140,7,3,0,0,46,551772.1814,5291179.539,5.342422681
3687,1,920,5200,6,4,0,0,46,569314.9187,5246101.724,5.320146286
3688,1,2100,9288,7,4,0,0,47,562487.0321,5256150.602,5.484299839
3689,1.5,1200,1687,8,3,0,0,7,550016.462,5277515.181,5.702602841
3690,2,2420,8800,7,4,0,0,56,553465.815,5253438.384,5.474944335
3691,1,800,5040,6,3,0,0,55,547871.4044,5282632.11,5.544068044
3692,2.25,1740,10378,7,5,0,0,38,568689.0513,5247961.661,5.40654018
3693,2.5,2070,8685,7,3,0,0,9,555236.3708,5257622.698,5.418301291
3694,3.5,3560,5008,8,3,0,0,2,548226.1141,5266952.408,5.790249969
3695,1.75,1440,6144,6,5,0,0,68,548402.8101,5263786.268,5.531335832
3696,2.5,1050,1609,7,3,0,0,10,551656.2555,5270449.473,5.511883361
3697,2.5,1670,5090,7,3,0,0,12,561780.4,5258821.751,5.541579244
3698,3,2720,4800,8,5,0,0,87,553835.8429,5278705.183,6.008600172
3699,2.5,1710,9627,9,3,0,0,39,562891.26,5267625.407,5.874481818
3700,3,3710,20000,10,5,0,2,79,555476.9986,5279843.196,6.404320467
3701,1.75,1020,7020,7,4,0,0,62,551432.7335,5287208.496,5.556302501
3702,3.25,2360,8344,8,3,0,0,25,565898.3067,5254465.166,5.503790683
3703,1,1670,6212,7,4,0,0,68,553853.5589,5284896.318,5.62838893
3704,2.75,2770,6116,7,3,0,0,36,553412.6169,5259272.95,5.452476461
3705,1,1070,4200,6,4,0,0,32,559307.4466,5242535.705,5.204119983
3706,1,990,5000,7,3,0,0,74,544905.1548,5268304.112,5.69019608
3707,2.75,2475,4276,7,3,0,0,1,559672.3526,5243806.43,5.50501424
3708,1,1010,8800,7,4,0,0,61,554326.2802,5266350.194,5.488550717
3709,3.5,4410,10756,11,3,1,4,1,559841.8279,5264181.132,6.477121255
3710,2,2195,2681,7,3,0,0,103,549370.9366,5282778.03,5.593784333
3711,2.5,1100,1737,8,3,0,0,9,561137.1027,5255480.602,5.278753601
3712,1,970,12300,7,3,0,0,33,557958.5048,5286969.883,5.477121255
3713,3,4260,18000,11,3,0,2,15,557199.4659,5264954.939,6.301029996
3714,1.75,1340,8400,7,5,0,0,48,562238.8257,5265306.526,5.62324929
3715,1,1210,10185,6,3,0,0,58,549342.0999,5259526.208,5.311753861
3716,2.5,2180,11132,8,4,0,0,37,547837.2043,5240775.34,5.439332694
3717,2.5,3010,7953,9,3,0,0,15,560978.2137,5263492.643,5.77815125
3718,1.75,2700,18246,7,4,0,0,48,568031.416,5259091.099,5.580924976
3719,1,1360,13372,7,3,0,0,60,555228.9158,5290133.28,5.51851394
3720,2.5,2230,4952,8,3,0,0,4,559606.6101,5242838.814,5.472756449
3721,2,1690,9087,8,3,0,0,18,567341.9619,5246934.63,5.527629901
3722,1.75,1440,9065,8,4,0,0,43,550027.2699,5284984.366,5.611723308
3723,1.75,1690,7680,6,5,0,0,69,547044.3497,5264208.64,5.602466952
3724,2.75,2090,13500,8,4,0,0,66,558286.7961,5269133.706,5.919078092
3725,2,1410,6413,7,4,0,0,68,552686.3196,5281262.177,5.770852012
3726,1,1500,5750,7,4,0,0,88,546935.0516,5268442.335,5.72427587
3727,2.25,1720,8300,8,4,0,0,42,546476.4704,5240820.014,5.380211242
3728,1,900,5000,7,3,0,0,71,545401.3814,5281834.27,5.742725131
3729,2.25,1440,1362,7,3,0,0,1,547650.404,5282130.134,5.671172843
3730,1.75,1480,8475,7,4,0,0,47,548296.194,5240101.135,5.369215857
3731,2.5,2450,8932,8,3,0,0,25,549508.566,5239744.438,5.477121255
3732,2,2510,5200,8,5,0,0,90,547691.3884,5267937.2,5.749736316
3733,1.75,3050,9440,8,3,0,0,49,561270.0938,5285814.568,5.77815125
3734,2.5,2520,7205,8,3,0,0,28,551667.6669,5243508.417,5.525044807
3735,2.5,2344,8000,8,4,0,0,39,547081.6623,5240747.024,5.550228353
3736,3.25,2910,1880,9,5,0,3,101,553955.6948,5273871.375,6.267171728
3737,1.75,2020,6200,6,4,0,0,67,548766.2081,5283306.431,5.759667845
3738,1,790,7128,6,3,0,0,71,550924.0541,5259539.753,5.276461804
3739,2.5,2980,7202,8,3,0,0,16,561774.2551,5280718.055,5.912354929
3740,1,1200,6250,6,3,0,0,72,550375.4964,5262002.397,5.447158031
3741,2.5,1400,7629,7,3,0,0,27,561974.3149,5247586.92,5.427323786
3742,1.75,1670,6034,7,3,0,0,58,553752.3243,5263299.501,5.447158031
3743,2.25,1950,7280,8,4,0,0,36,547631.1465,5238217.47,5.342422681
3744,2.25,1960,6500,8,4,0,0,38,565392.9668,5279345.981,5.653212514
3745,2.5,3560,11119,10,3,0,2,29,560834.8366,5277229.147,5.934498451
3746,3,2600,5238,9,3,0,3,26,550835.0292,5243701.218,5.720159303
3747,2.75,2340,11034,8,3,0,0,48,554098.2227,5290833.983,5.643452676
3748,2,2280,5400,7,4,0,0,68,554128.0134,5279585.963,5.852784869
3749,2.25,1860,7200,7,4,0,0,38,560583.0899,5286963.336,5.648360011
3750,2.5,1910,4408,8,3,0,0,8,548708.2639,5290208.223,5.602059991
3751,1.75,1690,4080,7,4,0,0,31,553474.4757,5268976.493,5.58546073
3752,1,860,5080,7,3,0,0,55,557659.3983,5248787.814,5.322115879
3753,1.5,1070,9643,7,3,0,0,30,562985.9818,5244763.47,5.402605242
3754,2.5,2050,7416,8,3,0,0,25,559080.7289,5234997.959,5.447158031
3755,2.75,2920,6605,8,3,0,0,3,564479.23,5260073.474,5.795880017
3756,1.75,1870,4320,7,4,0,0,95,548273.3164,5279412.181,5.832508913
3757,2.5,3370,15625,8,3,0,0,51,549553.7919,5252303.729,5.755874856
3758,2.75,3270,9231,10,3,0,0,20,566006.5685,5278208.04,5.973127854
3759,1.75,1580,9382,7,3,0,0,52,557691.7942,5276052.323,5.896250562
3760,1.75,1880,8424,7,4,0,0,38,563173.8536,5262360.007,5.612783857
3761,2.25,1640,2240,8,3,0,0,35,549428.0963,5284879.203,5.574031268
3762,1.75,1580,6099,7,5,0,0,71,553492.0122,5258829.098,5.383815366
3763,1,1430,4000,7,3,0,0,66,553900.4319,5263567.612,5.361727836
3764,2.75,2420,10200,8,3,0,0,53,557298.5053,5285462.8,5.643452676
3765,1.75,1960,5520,7,4,0,0,63,545281.3881,5277965.467,5.8162413
3766,3.25,3030,7410,8,3,0,0,1,548603.4011,5266822.162,5.763427994
3767,2.25,3020,6000,8,3,0,2,21,551264.0864,5263721.738,5.64246452
3768,2.5,2280,8190,7,3,0,3,32,554889.0332,5254474.052,5.537819095
3769,1,1250,8520,6,3,0,0,87,546830.8178,5262673.15,5.301029996
3770,2.5,2665,5868,9,3,0,0,9,561516.3967,5248060.033,5.531478917
3771,2.25,2240,12650,8,4,0,0,34,564646.075,5258608.156,5.618048097
3772,2.75,1610,11201,7,5,0,0,33,560168.6699,5283535.567,5.759667845
3773,1,1000,9150,7,3,0,0,46,565995.7648,5259201.182,5.423245874
3774,1.5,1940,2885,8,3,0,2,115,547404.5308,5275459.364,6.123851641
3775,2.25,2780,10192,9,4,0,0,37,563727.9317,5273681.035,5.919078092
3776,2.5,1770,1853,8,3,0,0,8,547329.5904,5266167.069,5.568084331
3777,2.75,3520,6353,10,4,0,0,14,545734.4796,5277646.688,6.041345305
3778,1,1260,7980,7,3,0,0,64,547040.6411,5283292.207,5.579783597
3779,2.5,2150,3721,8,3,0,0,8,559304.4235,5242835.762,5.439332694
3780,1.75,1230,12000,6,3,0,0,45,556636.5376,5237419.1,5.255031163
3781,2.25,1790,9920,7,4,0,0,46,564076.1898,5262480.969,5.51851394
3782,2.5,2990,7292,8,4,0,0,25,568640.9431,5245615.884,5.531415046
3783,2.5,1740,2226,8,3,0,0,7,547725.9587,5263702.904,5.534026106
3784,2.25,2670,7500,7,4,0,0,49,548688.5916,5256575.456,5.667452953
3785,3.25,1370,1194,8,3,0,0,11,545941.1683,5280004.602,5.671172843
3786,1.5,1970,10080,7,3,0,0,49,554557.5438,5257683.024,5.60906055
3787,1,960,13438,7,3,0,0,64,553121.5584,5258136.632,5.318063335
3788,2.5,2720,8666,9,3,0,0,23,562722.2944,5248239.499,5.568201724
3789,2.5,3180,9603,9,3,0,2,13,554169.9312,5291179.218,5.892094603
3790,2.75,3160,8429,7,4,0,3,33,556397.837,5262224.07,5.741939078
3791,1.75,2180,7200,8,4,0,3,61,557609.8129,5261502.314,5.673941999
3792,1,1500,18540,8,3,0,0,65,554178.3001,5257946.251,5.230448921
3793,1,880,7575,7,4,0,0,73,552541.6387,5247150.485,5.31122391
3794,4.25,5040,9466,11,3,0,0,11,565261.5548,5264228.002,6.108565024
3795,2.75,1950,6930,7,4,0,2,55,566655.4904,5274002.771,5.7930916
3796,1,740,4459,5,3,0,2,100,544450.6328,5268722.979,5.469822016
3797,3.25,3400,5979,9,4,0,0,78,554587.7303,5278601.038,6.113943352
3798,2.5,1780,2067,9,5,0,0,41,559369.4338,5273612.786,5.970811611
3799,2,2130,4000,7,3,0,0,107,550818.2879,5280300.8,5.809559715
3800,1.5,1540,7168,7,3,0,0,51,560452.7977,5256040.351,5.537819095
3801,3.5,2760,4500,9,3,0,0,11,547159.2594,5277913.69,5.978636948
3802,1,920,5889,6,4,0,0,65,559116.9239,5238932.758,5.193124598
3803,1,1120,5000,6,3,0,0,98,548416.4239,5262141.457,5.217483944
3804,1.5,2060,4000,7,3,0,2,95,548555.614,5281570.775,5.875061263
3805,1,1070,6440,7,4,0,0,44,547383.8619,5240760.561,5.28780173
3806,2.75,2660,4500,8,5,0,0,106,549005.2404,5281652.35,5.883661435
3807,2.5,3250,4500,8,3,0,0,7,564023.0213,5260457.485,5.72427587
3808,1,1250,8100,7,4,0,0,68,550314.6659,5286442.888,5.562292864
3809,2.5,2580,3943,8,3,0,0,2,559287.7765,5281625.84,5.953759692
3810,2.5,1600,6510,7,3,0,0,32,551851.0805,5290735.646,5.642958879
3811,1,1830,6453,7,4,0,0,59,553404.8596,5284747.682,5.669781615
3812,1,1250,12507,7,5,0,0,57,562061.3823,5260747.572,5.462397998
3813,3.25,3790,19000,10,3,0,4,30,547020.2162,5285815.077,6.204119983
3814,2.5,2820,9956,7,4,0,0,48,550487.2018,5257779.905,5.50242712
3815,2.5,1860,3690,7,3,0,0,15,557012.3207,5291684.426,5.585404324
3816,1.5,1620,7500,8,4,0,2,66,546440.3549,5283298.494,5.892094603
3817,1,1020,12289,7,4,0,0,48,563732.0436,5252573.957,5.361727836
3818,1.75,2460,10061,7,3,1,4,54,557377.2447,5262178.021,5.897627091
3819,1.75,1970,8000,8,4,0,0,47,567611.2437,5275836.676,5.720159303
3820,1.75,1570,5120,7,3,0,2,68,547626.897,5284997.532,5.643452676
3821,2.5,1480,1663,9,3,0,0,3,547031.2024,5265842.343,5.532754379
3822,3,2210,3917,10,3,0,0,7,553278.7636,5273931.836,6.101059355
3823,2.5,2800,10490,7,3,0,0,47,546601.0465,5291313.5,5.645913275
3824,2.75,2500,5257,8,3,0,0,49,553668.4723,5264232.351,5.613841822
3825,2.5,2580,13096,9,3,0,0,29,564269.9954,5279044.475,5.904174368
3826,1.5,1050,9516,7,4,0,0,46,561780.8952,5251619.464,5.361727836
3827,1.75,1880,7303,7,3,0,0,39,559781.5473,5284698.656,5.626340367
3828,2.75,1680,9545,7,4,0,0,36,556752.8756,5287569.298,5.62838893
3829,2.25,2130,8801,8,3,0,0,39,553221.9273,5288336.12,5.683924651
3830,1.75,1240,8936,7,3,0,0,61,564979.3443,5269293.287,5.522444234
3831,2.25,2520,2370,8,3,0,0,107,552382.7037,5273290.179,5.681241237
3832,2,1600,15044,7,3,0,0,43,558798.4575,5285477.793,5.639486489
3833,1,1540,8400,7,3,0,0,44,563953.1011,5253054.293,5.4448252
3834,2.5,2530,9933,8,3,0,2,25,559308.1172,5234955.784,5.521072673
3835,2,1390,4500,7,5,0,0,107,551836.429,5267094.475,5.62838893
3836,1,930,5650,7,3,0,2,74,546877.5824,5266230.111,5.485721426
3837,1.75,1660,8160,7,4,0,0,64,548387.1153,5256572.959,5.498310554
3838,1,1270,6405,6,3,0,0,71,557167.2003,5260553.234,5.184691431
3839,1.75,1330,12092,6,4,0,0,34,550901.9153,5262084.754,5.531415046
3840,2,1810,2738,9,4,0,0,36,566511.2838,5273467.596,5.711807229
3841,2,2020,7767,8,3,0,0,20,552200.2718,5243079.667,5.498310554
3842,3,2060,9138,8,3,0,0,23,561588.6067,5241158.715,5.509740016
3843,1,860,5060,7,3,0,0,88,549436.7965,5283856.72,5.505149978
3844,2,1320,5665,7,3,0,0,29,548601.2668,5239770.225,5.352182518
3845,1,840,9480,6,3,0,0,55,549793.6169,5241791.815,4.937016107
3846,1,1800,4800,9,4,0,2,88,547236.3658,5268389.193,5.795880017
3847,1,1400,4980,6,3,0,0,72,549513.8028,5283623.965,5.556242178
3848,2,1500,3659,7,3,0,0,109,553136.3726,5273063.591,5.672097858
3849,1.5,1240,7735,7,4,0,0,58,565998.0397,5272328.02,5.718501689
3850,1.75,2210,7920,7,3,0,0,49,557467.4931,5260656.205,5.53529412
3851,2.5,2880,11443,9,4,0,0,29,566872.8854,5268147.589,5.946943271
3852,2.25,2710,19800,9,5,0,0,56,562020.274,5271706.382,5.919078092
3853,2,1770,7607,8,4,0,0,28,563122.4497,5253145.33,5.556302501
3854,1,1030,9916,7,4,0,0,43,561796.2311,5285708.991,5.477048866
3855,2.5,2160,6000,8,4,0,0,76,554062.4385,5278562.791,5.995635195
3856,1,1110,5421,6,3,0,0,80,548062.5605,5286735.021,5.46686762
3857,1,1150,12402,6,4,0,0,46,567544.4504,5288040.555,5.536558443
3858,2.25,1750,8900,8,4,0,0,38,565138.4006,5254990.185,5.532754379
3859,2.5,1680,4226,8,3,0,0,12,566214.5436,5246477.236,5.456366033
3860,1,860,1800,7,3,0,0,106,547251.9354,5275747.102,5.591064607
3861,1.75,1250,8084,7,4,0,0,48,554695.9715,5242802.248,5.320146286
3862,1,1610,7140,7,3,0,0,39,561201.5103,5249301.57,5.33243846
3863,2,2000,6250,7,3,0,0,85,545969.924,5266823.074,5.667452953
3864,2.5,1450,8977,8,3,0,0,25,559468.1469,5234090.487,5.424064525
3865,2.25,2550,5000,7,4,0,0,108,545334.8284,5280744.521,6.008600172
3866,1,770,7906,6,4,0,0,67,550953.7886,5290516.507,5.414973348
3867,1,1320,8380,7,3,0,0,62,547487.4285,5283707.085,5.650307523
3868,1.75,2230,7957,7,4,0,0,48,566017.0295,5270649.855,5.729974286
3869,1.75,2080,3000,7,4,0,0,90,548781.128,5281528.204,5.694605199
3870,1.75,1480,6360,7,3,0,0,61,548513.4639,5286616.509,5.667452953
3871,1.5,1540,6549,7,3,0,0,35,548524.7936,5285260.603,5.698100546
3872,2.5,3180,11652,9,3,0,1,38,559271.2742,5268476.73,5.929418926
3873,1.75,2100,7135,7,4,0,0,60,548996.0779,5264858.191,5.584331224
3874,2.75,1320,15236,7,3,0,0,20,561612.9566,5246049.321,5.322219295
3875,3.5,3630,5670,10,3,0,0,45,559777.2339,5263135.687,5.843855423
3876,2.5,3350,11688,10,3,0,2,20,565233.6377,5266728.556,6.079181246
3877,1,800,8550,7,3,0,0,68,553264.4924,5250691.321,4.977723605
3878,1.75,2060,3300,9,4,0,0,97,551067.1723,5277602.105,5.908485019
3879,1.5,1200,6380,7,3,0,0,86,551096.1725,5282848.514,5.562292864
3880,1.75,1780,11436,9,5,0,0,48,560555.5607,5275192.194,6
3881,2.5,1300,10484,8,3,0,0,32,554838.8796,5291752.375,5.574019686
3882,2,2010,9474,7,3,0,0,62,549628.1821,5252426.614,5.612783857
3883,1.75,1370,10866,6,4,0,0,70,562749.4272,5280784.07,5.352182518
3884,1,560,5700,5,3,0,0,68,548265.7374,5262151.327,5.025305865
3885,1,1570,9467,7,3,0,0,61,548029.3333,5290747.187,5.556302501
3886,2.5,1940,8196,8,3,0,0,24,563723.7281,5280928.045,5.820201459
3887,2,2150,4500,8,3,0,0,77,546040.7807,5267379.349,5.69019608
3888,1,1630,8308,7,3,0,0,67,546838.2025,5261750.723,5.67660217
3889,1.75,1610,11305,7,3,0,0,47,561790.0809,5286286.916,5.56937391
3890,1,1350,9680,7,4,0,0,56,549416.1013,5241755.292,5.235528447
3891,1,820,1060,8,3,0,0,8,547329.5004,5266178.182,5.341434525
3892,2.5,3110,6765,9,4,0,1,69,554331.2186,5281944.204,6.213783299
3893,2.5,1140,1182,8,3,0,0,8,546316.9458,5279952.009,5.62838893
3894,1.5,1920,10000,7,4,0,0,61,565206.5794,5269151.326,5.633468456
3895,2,1090,1357,7,3,0,0,25,556663.1426,5289080.069,5.396199347
3896,1.75,1330,9917,7,3,0,0,34,563250.3834,5255269.612,5.42078062
3897,2.75,2600,19275,8,3,0,0,37,563049.7537,5266882.417,5.744292983
3898,2.25,3060,16000,10,3,0,0,27,557860.1296,5274231.155,6.246005904
3899,2.25,1940,9100,8,4,0,0,49,548068.8172,5240177.073,5.475671188
3900,4.25,4960,6000,11,3,0,0,106,548369.2582,5276901.075,6.153814864
3901,2.5,2170,6000,7,3,0,0,7,547770.4291,5267471.041,5.648360011
3902,2.5,2190,6300,7,3,0,3,55,558830.1818,5282343.668,6.041392685
3903,1.75,1660,8160,8,3,0,0,41,565662.1561,5255351.7,5.573973358
3904,2.5,2590,7910,9,3,0,0,14,553721.4265,5282961.105,5.902546779
3905,2,1220,17652,7,4,0,0,35,567818.9097,5257921.565,5.618571028
3906,2.25,2600,14810,8,4,0,2,59,549694.944,5253449.686,5.655138435
3907,2,1979,8470,7,4,0,2,59,552752.6446,5248875.078,5.530199698
3908,1.5,1710,17707,7,4,0,0,68,559001.4918,5265395.21,5.838849091
3909,3.25,1720,1977,8,3,0,0,8,552681.5126,5273492.935,5.738384124
3910,1.75,2500,8725,8,4,0,0,49,559725.5929,5275528.19,5.984887201
3911,2.25,1010,1107,8,3,0,0,9,547249.321,5276069.403,5.661812686
3912,1.75,1680,3420,7,3,0,0,23,553208.8317,5281578.15,5.720985744
3913,1,1730,8706,7,4,0,0,53,562182.2268,5256458.571,5.494154594
3914,1.5,1170,7645,7,4,0,0,60,560578.1969,5273013.901,5.880813592
3915,2.5,2040,2500,7,3,0,0,7,547231.1507,5269033.786,5.694517454
3916,2.5,1930,4000,8,3,0,0,1,554755.5907,5244514.389,5.538448052
3917,2.5,1860,10027,8,3,0,0,22,562674.2488,5280794.374,5.795880017
3918,2.5,2500,8434,8,4,0,0,27,567459.9346,5282404.062,5.835056102
3919,2,1190,7877,7,5,0,0,69,550815.8043,5289159.279,5.517195898
3920,2.5,1250,1580,7,3,0,0,10,548178.2632,5263628.813,5.426673888
3921,1,1020,5000,7,4,0,0,99,547812.0876,5280719.9,5.703291378
3922,1.5,1540,7300,7,3,0,0,42,554700.825,5242279.927,5.414973348
3923,2.5,2220,9360,7,4,0,0,47,562663.551,5253740.601,5.475671188
3924,2.25,2000,3800,8,3,0,0,14,551708.0818,5281542.381,5.911157609
3925,1.5,1780,3120,8,3,0,3,89,555368.5262,5267538.13,5.848189117
3926,1,840,892,7,3,0,0,9,546132.3296,5265312.804,5.486430479
3927,1.5,1620,5444,8,3,0,0,60,552737.2666,5283919.083,5.654176542
3928,1,1160,7491,6,4,0,0,98,548089.9746,5283423.058,5.62065648
3929,3.5,2780,3100,8,3,0,0,1,547727.4509,5281886.243,5.939519253
3930,1,1430,7819,7,3,0,0,71,552337.9383,5286605.269,5.580867978
3931,1,1460,7832,6,3,0,0,91,549290.7029,5256680.517,5.62324929
3932,2.5,2300,8100,8,4,0,0,36,547553.5692,5238461.35,5.475671188
3933,1.75,1270,6825,7,3,0,2,65,557081.9081,5261574.943,5.408239965
3934,3.25,3610,4000,9,3,0,0,8,545352.5845,5278466.176,6.004665233
3935,2.5,2310,4930,8,4,0,0,26,559703.3272,5255610.316,5.596597096
3936,2.5,2555,5720,8,3,0,0,9,561588.4985,5248383.109,5.40654018
3937,2,1440,5600,6,4,0,0,73,561386.4452,5260462.586,5.361727836
3938,1.75,1800,6000,7,5,0,0,110,548854.8682,5281684.428,5.673021829
3939,1.75,1550,5225,7,4,0,0,74,552213.791,5266964.462,5.556302501
3940,2.5,2500,7200,7,4,0,0,38,566028.0205,5282932.271,5.820529849
3941,1.75,2430,12757,8,4,0,2,63,559436.7641,5274380.4,6.176091259
3942,1.75,1650,9500,8,3,0,0,48,567763.2997,5275682.83,5.685741739
3943,1,920,5850,6,4,0,0,115,552374.1245,5265865.559,5.45484486
3944,2.25,1590,9425,7,3,0,0,30,563348.2137,5253192.222,5.444044796
3945,2.25,1970,8941,7,3,0,0,42,562095.6167,5285767.761,5.602059991
3946,2.5,2210,17715,8,3,0,0,18,560385.6837,5247903.817,5.556302501
3947,2.25,1650,7313,7,3,0,0,40,560428.1571,5287439.674,5.662757832
3948,1.75,1420,7500,7,4,0,0,34,562172.8925,5250223.165,5.42894429
3949,2.25,1270,1406,8,3,0,0,1,553755.4198,5279282.409,5.773786445
3950,2,1380,2500,7,3,0,0,29,547814.6457,5280408.711,5.638489257
3951,4.5,4590,14685,10,3,0,0,6,560062.689,5279266.29,6.23299611
3952,1,1070,2754,7,3,0,0,91,550216.4356,5280451.179,5.762753565
3953,1,900,7576,6,4,0,0,56,558980.2953,5237475.423,5.303196057
3954,3.5,1570,1486,8,3,0,0,15,546258.9251,5277806.435,5.693726949
3955,2.25,2540,3750,7,4,0,0,90,552621.0207,5280183.451,5.819543936
3956,2,1610,6200,7,4,0,0,36,552383.1291,5247993.749,5.386498966
3957,1.75,1690,8489,7,4,0,0,56,560728.2826,5273037.692,5.860338007
3958,1.75,1260,7128,7,4,0,0,46,559616.2421,5286186.382,5.54344718
3959,2.25,1870,4894,8,4,0,0,23,560778.2658,5282641.587,5.788875116
3960,1,750,4500,6,3,0,0,70,552837.5567,5272860.811,5.469822016
3961,1,1060,7200,6,3,0,1,90,555067.4021,5267557.512,5.707570176
3962,1.5,1280,3640,6,3,0,0,32,559382.5487,5242580.92,5.26599637
3963,1,910,9612,7,4,0,0,34,563950.7995,5253265.447,5.352182518
3964,2.5,2300,9690,8,3,0,0,9,549007.178,5236406.069,5.518448133
3965,1.75,1940,15909,8,3,0,0,41,567898.9827,5289778.709,5.574031268
3966,3.5,3560,7178,10,3,0,3,9,566991.8955,5283943.683,5.920645001
3967,2.5,2570,4557,7,3,0,0,6,566820.3175,5246328.485,5.556302501
3968,1.75,1910,12321,7,4,0,0,63,560286.9835,5272099.46,5.872738827
3969,1.5,1760,12000,7,4,0,0,51,566939.7334,5275428.773,5.698970004
3970,2.5,3160,12824,9,4,0,2,49,558916.3949,5273819.372,6.204119983
3971,2.75,2630,15000,7,4,0,0,39,568293.713,5288082.671,5.698970004
3972,1.75,1930,9000,7,4,0,1,64,549147.2355,5255812.401,5.537819095
3973,2.5,2181,5521,8,3,0,0,9,553548.7138,5244336.567,5.531478917
3974,3,3920,13085,11,4,1,4,19,559867.767,5268994.098,6.491361694
3975,2.5,2780,6000,9,3,0,0,11,566480.5687,5256316.799,5.681195996
3976,2,1760,8400,7,3,0,0,53,551155.5148,5241592.323,5.393575203
3977,1,1180,7200,7,4,0,0,66,550031.2901,5284517.58,5.62838893
3978,2.75,1910,15508,8,3,0,0,31,549505.2974,5240133.399,5.477121255
3979,1,1060,10023,6,3,0,0,53,548395.2213,5237245.671,5.229169703
3980,2.5,1400,1262,8,3,0,0,7,548997.1026,5264735.941,5.475671188
3981,2.5,2110,7291,7,4,0,0,38,559959.1913,5282021.752,5.826074803
3982,1,1310,5000,7,3,0,0,109,549027.7167,5278985.017,5.77815125
3983,1.75,1940,9000,7,3,0,0,50,561153.0942,5253946.952,5.457881897
3984,2.25,1820,19602,7,4,0,0,51,553946.0047,5242195.162,5.443262987
3985,1,1400,5100,7,3,0,0,115,550073.7734,5279583.003,5.948021533
3986,1,1490,6600,7,3,0,0,46,550325.0344,5259112.229,5.267171728
3987,2.5,2140,7715,7,3,0,0,24,551174.7761,5248060.901,5.544005998
3988,2.75,2870,4461,7,3,0,0,39,545788.2349,5280359.063,5.810232518
3989,1,700,4700,5,5,0,0,62,562590.8576,5260542.029,5.301029996
3990,1,720,3166,6,3,0,0,95,545945.5181,5269923.792,5.574031268
3991,3.5,4170,4524,9,3,0,0,8,562785.0341,5291366.161,5.794697127
3992,1,1010,11880,7,3,0,0,55,558957.7738,5247266.911,5.161368002
3993,2.5,2740,18455,10,4,0,1,38,559055.1758,5267529.785,5.844477176
3994,1,1240,5000,7,5,0,0,106,547514.2163,5280428.478,5.724234896
3995,1,1840,4322,7,4,0,0,101,553469.9963,5269465.495,5.710117365
3996,1.5,1360,11250,7,4,0,0,60,561900.6844,5268804.117,5.698926573
3997,2.5,2690,4047,10,3,0,0,1,546159.4013,5280884.382,5.990782692
3998,1,980,3663,7,5,0,0,106,553455.3158,5279257.415,5.759667845
3999,1,960,5000,6,3,0,0,64,547279.8654,5263010.192,5.327614327
